epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3579.39,1.0674,5.71116,0.99203,0.71885,0.58713,0.66052,0.29932,1.70509,9.16725,1.19714,0.00107948,0.00107948,0.00107948
180,3601.44,1.06726,5.79569,1.01654,0.74043,0.5684,0.65439,0.31218,1.65906,8.96531,1.17977,0.00107618,0.00107618,0.00107618
181,3621.26,1.10121,5.74902,0.99989,0.69351,0.59446,0.65248,0.30453,1.6823,9.03231,1.18645,0.00107288,0.00107288,0.00107288
182,3642.42,1.05706,5.6694,0.97975,0.69873,0.57655,0.64094,0.29981,1.69315,9.86585,1.1938,0.00106958,0.00106958,0.00106958
183,3661.19,1.07301,5.72689,1.00597,0.72446,0.57899,0.66608,0.30815,1.68793,9.05542,1.19677,0.00106628,0.00106628,0.00106628
184,3679.89,1.10264,5.72852,0.97882,0.7457,0.58876,0.67064,0.31398,1.69195,8.81867,1.19793,0.00106298,0.00106298,0.00106298
185,3697.99,1.10017,5.76974,0.99014,0.72149,0.60121,0.66968,0.31446,1.67674,8.73108,1.17832,0.00105968,0.00105968,0.00105968
186,3715.51,1.02641,5.55804,0.97367,0.72419,0.59654,0.65931,0.31021,1.66682,8.76664,1.16294,0.00105638,0.00105638,0.00105638
187,3732.86,1.11321,5.80758,0.99961,0.6948,0.58768,0.64224,0.29456,1.72212,8.87795,1.19788,0.00105308,0.00105308,0.00105308
188,3755.6,1.15753,6.10151,1.01337,0.72193,0.6131,0.67347,0.31403,1.69312,8.54765,1.20234,0.00104978,0.00104978,0.00104978
189,3775.91,1.01505,5.50466,0.98831,0.70351,0.61832,0.67489,0.31623,1.69036,8.3349,1.19618,0.00104648,0.00104648,0.00104648
190,3793.89,1.07746,5.64618,0.99199,0.7017,0.62704,0.67305,0.32225,1.64801,8.33013,1.17229,0.00104318,0.00104318,0.00104318
191,3811.44,0.99411,5.29424,0.95375,0.71873,0.62011,0.68084,0.3239,1.65506,8.20033,1.17605,0.00103987,0.00103987,0.00103987
192,3828.52,0.99673,5.27024,0.96832,0.68998,0.6289,0.68144,0.32413,1.66163,8.29759,1.17076,0.00103657,0.00103657,0.00103657
193,3845.43,1.01769,5.44376,0.95947,0.70376,0.63647,0.69202,0.32476,1.67449,8.36431,1.17513,0.00103327,0.00103327,0.00103327
194,3863.42,0.98101,5.27964,0.96021,0.70645,0.60752,0.6859,0.32649,1.6608,8.4284,1.16292,0.00102997,0.00102997,0.00102997
195,3883.02,1.01454,5.41421,0.95337,0.71013,0.57654,0.65728,0.31045,1.67607,8.47968,1.16908,0.00102667,0.00102667,0.00102667
196,3900.96,1.00069,5.48564,0.97184,0.7012,0.6077,0.66901,0.32185,1.66353,8.42986,1.1655,0.00102337,0.00102337,0.00102337
197,3918.92,1.07211,5.63858,1.0102,0.69624,0.61482,0.67198,0.31733,1.64874,8.47369,1.16046,0.00102007,0.00102007,0.00102007
198,3936.63,1.02001,5.52463,0.99941,0.71889,0.59142,0.66277,0.30877,1.65384,8.50139,1.15032,0.00101677,0.00101677,0.00101677
199,3954.77,1.03398,5.63566,0.99492,0.73159,0.60815,0.67224,0.31681,1.63789,8.49537,1.15732,0.00101347,0.00101347,0.00101347
200,3972.26,1.11759,5.71465,0.96195,0.73179,0.61482,0.6799,0.3232,1.62811,8.58463,1.1504,0.00101017,0.00101017,0.00101017
201,3991.45,1.00666,5.44338,0.9776,0.71809,0.61319,0.68149,0.32071,1.66674,8.61652,1.1736,0.00100687,0.00100687,0.00100687
202,4009.5,1.05513,5.56372,0.98013,0.73311,0.59853,0.67826,0.32398,1.65752,8.34946,1.17285,0.00100357,0.00100357,0.00100357
203,4027.77,1.05713,5.5607,0.97103,0.71613,0.62247,0.68565,0.32412,1.6481,8.37429,1.17245,0.00100027,0.00100027,0.00100027
204,4045.35,1.02466,5.46468,0.98328,0.71583,0.63797,0.68407,0.3251,1.6321,8.17957,1.15943,0.000996966,0.000996966,0.000996966
205,4063.25,1.02209,5.40199,0.96944,0.70899,0.60912,0.66746,0.30757,1.69146,8.66255,1.16763,0.000993665,0.000993665,0.000993665
206,4080.73,1.01516,5.43721,0.97042,0.72745,0.61076,0.67948,0.31612,1.67542,8.70896,1.16472,0.000990365,0.000990365,0.000990365
207,4099.04,1.00585,5.34279,0.96539,0.72287,0.62704,0.6828,0.32042,1.6769,8.80111,1.16913,0.000987064,0.000987064,0.000987064
208,4117.69,1.02,5.48725,0.97354,0.683,0.58306,0.64096,0.29674,1.70964,9.77976,1.19104,0.000983763,0.000983763,0.000983763
209,4135.94,1.02121,5.4921,0.99117,0.69541,0.62622,0.67406,0.31898,1.675,9.04869,1.16255,0.000980463,0.000980463,0.000980463
210,4153.39,1.04838,5.56826,0.97944,0.70069,0.61482,0.67227,0.31846,1.66064,9.04534,1.15946,0.000977162,0.000977162,0.000977162
211,4171.18,1.05388,5.64973,0.9975,0.72534,0.6344,0.70045,0.33098,1.68212,8.43919,1.17264,0.000973861,0.000973861,0.000973861
212,4188.77,1.04628,5.54676,0.96527,0.7248,0.64577,0.70346,0.32943,1.67239,8.47987,1.16892,0.000970561,0.000970561,0.000970561
213,4210.16,1.00196,5.37067,0.96418,0.70934,0.61889,0.68471,0.32939,1.64583,8.22988,1.15357,0.00096726,0.00096726,0.00096726
214,4228.37,1.02262,5.36296,0.97486,0.72605,0.60993,0.68205,0.32963,1.64924,8.2551,1.16304,0.000963959,0.000963959,0.000963959
215,4246.37,0.99758,5.32888,0.95751,0.69869,0.58225,0.64433,0.29856,1.72867,8.79766,1.21053,0.000960659,0.000960659,0.000960659
216,4265,1.0044,5.29112,0.95209,0.74219,0.60952,0.67515,0.32036,1.6734,8.18248,1.17146,0.000957358,0.000957358,0.000957358
217,4283.9,1.03835,5.34125,0.9618,0.73751,0.59853,0.67921,0.31861,1.67042,8.48388,1.17537,0.000954057,0.000954057,0.000954057
218,4301.01,1.00972,5.29024,0.95105,0.74795,0.60749,0.67751,0.32344,1.63139,8.21569,1.15804,0.000950757,0.000950757,0.000950757
219,4318.32,1.08748,5.65048,0.96684,0.76429,0.61971,0.68905,0.32363,1.64627,8.21547,1.15932,0.000947456,0.000947456,0.000947456
220,4336.59,1.05079,5.60666,0.98301,0.74532,0.61245,0.68348,0.31282,1.67164,8.3046,1.16537,0.000944155,0.000944155,0.000944155
221,4354.06,1.02107,5.37771,0.95574,0.71817,0.60586,0.67712,0.31964,1.63792,8.23529,1.15625,0.000940855,0.000940855,0.000940855
222,4372.38,0.93598,5.1265,0.94245,0.73831,0.59853,0.67423,0.32242,1.65393,8.21138,1.16602,0.000937554,0.000937554,0.000937554
223,4390.44,0.9904,5.30614,0.98116,0.73889,0.59454,0.68385,0.3292,1.6412,8.14965,1.15481,0.000934253,0.000934253,0.000934253
224,4408.04,1,5.3443,0.97721,0.71,0.59935,0.66864,0.3155,1.64018,8.53504,1.15493,0.000930953,0.000930953,0.000930953
225,4425.49,0.94142,5.1261,0.9395,0.72837,0.62016,0.68713,0.32948,1.63163,8.27478,1.16429,0.000927652,0.000927652,0.000927652
226,4443.81,0.99956,5.33214,0.96207,0.75058,0.6004,0.68327,0.32777,1.6334,8.24341,1.15803,0.000924352,0.000924352,0.000924352
227,4463.34,0.98978,5.29692,0.96261,0.74683,0.61017,0.68589,0.32425,1.64617,8.26076,1.16493,0.000921051,0.000921051,0.000921051
228,4481.04,1.00667,5.25731,0.94812,0.7415,0.62622,0.69292,0.33086,1.6264,8.22675,1.14966,0.00091775,0.00091775,0.00091775
229,4498.78,0.97138,5.17092,0.94422,0.75155,0.58632,0.68382,0.32351,1.66317,8.24333,1.16025,0.00091445,0.00091445,0.00091445
230,4516.57,0.99592,5.33672,0.95431,0.70449,0.63925,0.68576,0.32346,1.64965,8.38864,1.1663,0.000911149,0.000911149,0.000911149
231,4535.01,0.95467,5.15688,0.93658,0.74997,0.59609,0.68279,0.31931,1.6685,8.51778,1.17864,0.000907848,0.000907848,0.000907848
232,4560.15,0.956,5.02291,0.94719,0.74517,0.61808,0.68591,0.31843,1.66238,8.4883,1.18856,0.000904548,0.000904548,0.000904548
233,4583.69,0.93475,5.02506,0.94068,0.73128,0.63599,0.68635,0.318,1.65573,8.34878,1.18275,0.000901247,0.000901247,0.000901247
234,4603.36,0.96,5.08743,0.94719,0.75526,0.62866,0.7019,0.33088,1.66472,8.44346,1.17739,0.000897946,0.000897946,0.000897946
235,4621.77,1.01188,5.3665,0.96372,0.72094,0.64169,0.69092,0.32586,1.69648,8.53809,1.19454,0.000894646,0.000894646,0.000894646
236,4639.7,0.97038,5.18603,0.96099,0.7717,0.62485,0.70677,0.33455,1.64095,8.30249,1.16803,0.000891345,0.000891345,0.000891345
237,4659.8,0.93471,5.01811,0.94817,0.75306,0.61319,0.69017,0.32808,1.6519,8.18866,1.16414,0.000888044,0.000888044,0.000888044
238,4678.96,1.00441,5.30277,0.95215,0.76016,0.61075,0.69831,0.33223,1.66831,8.18857,1.17325,0.000884744,0.000884744,0.000884744
239,4695.68,0.99004,5.15641,0.94066,0.73622,0.62459,0.68819,0.32665,1.666,8.28758,1.17579,0.000881443,0.000881443,0.000881443
240,4712.96,0.91606,5.04428,0.94894,0.74313,0.61238,0.68881,0.32513,1.66444,8.36667,1.17076,0.000878142,0.000878142,0.000878142
241,4729.76,0.94471,5.03184,0.92495,0.75071,0.61808,0.69326,0.32731,1.679,8.24171,1.18146,0.000874842,0.000874842,0.000874842
242,4747.74,0.97584,5.25793,0.97355,0.75533,0.62622,0.69415,0.32724,1.65498,8.25914,1.17783,0.000871541,0.000871541,0.000871541
243,4764.9,0.96778,5.16163,0.95172,0.74465,0.62215,0.69131,0.32753,1.67528,8.25052,1.18661,0.00086824,0.00086824,0.00086824
244,4782.52,0.97266,5.14258,0.95852,0.74152,0.64243,0.70392,0.32394,1.66897,8.32978,1.17411,0.00086494,0.00086494,0.00086494
245,4800.41,0.9689,5.16341,0.9517,0.74375,0.62785,0.70512,0.32612,1.66805,8.19937,1.17429,0.000861639,0.000861639,0.000861639
246,4817.72,0.96833,5.1551,0.97283,0.68573,0.62134,0.66943,0.31105,1.69628,8.53174,1.18251,0.000858338,0.000858338,0.000858338
247,4835.84,0.89606,4.95092,0.95229,0.71115,0.60912,0.67169,0.31798,1.69389,8.56766,1.19044,0.000855038,0.000855038,0.000855038
248,4853.32,0.91815,4.94934,0.92861,0.72464,0.60993,0.68888,0.32833,1.65264,8.22153,1.17738,0.000851737,0.000851737,0.000851737
249,4872.06,0.96139,5.1073,0.94169,0.73626,0.60015,0.68591,0.31816,1.66715,8.1726,1.1788,0.000848436,0.000848436,0.000848436
250,4890.25,0.99713,5.31212,0.95156,0.71542,0.60749,0.67487,0.31684,1.64269,8.1787,1.1517,0.000845136,0.000845136,0.000845136
251,4908.06,0.94375,5.10631,0.93553,0.75435,0.61238,0.6903,0.32618,1.64653,8.19166,1.15979,0.000841835,0.000841835,0.000841835
252,4926.19,0.92703,4.95832,0.93185,0.72389,0.61701,0.6809,0.31506,1.67086,8.38437,1.17352,0.000838534,0.000838534,0.000838534
253,4943.81,0.95628,5.2064,0.95073,0.73759,0.61564,0.68481,0.31936,1.64917,8.32478,1.1696,0.000835234,0.000835234,0.000835234
254,4961.44,0.89774,4.91568,0.94103,0.73603,0.63274,0.69465,0.32471,1.65241,8.50913,1.17763,0.000831933,0.000831933,0.000831933
255,4980,0.95662,5.06711,0.94213,0.68402,0.64167,0.67675,0.31279,1.70958,8.6775,1.20166,0.000828632,0.000828632,0.000828632
256,4998.17,0.97236,5.31439,0.94841,0.70013,0.62933,0.67731,0.32028,1.6666,8.61233,1.18414,0.000825332,0.000825332,0.000825332
257,5016.65,0.95211,5.07293,0.94648,0.71224,0.60505,0.67457,0.31446,1.68156,8.45628,1.18828,0.000822031,0.000822031,0.000822031
258,5037.61,0.94166,5.01748,0.95233,0.73411,0.6138,0.68306,0.32571,1.65514,8.36131,1.17025,0.00081873,0.00081873,0.00081873
259,5055.98,0.98148,5.08032,0.93958,0.73532,0.60423,0.68097,0.3216,1.66456,8.13575,1.183,0.00081543,0.00081543,0.00081543
260,5073.79,0.99449,5.25132,0.93735,0.7694,0.59528,0.69562,0.33386,1.63714,8.19479,1.18012,0.000812129,0.000812129,0.000812129
261,5095.48,0.96113,5.10463,0.9486,0.70774,0.61401,0.68266,0.32102,1.66064,8.29858,1.18611,0.000808828,0.000808828,0.000808828
262,5113,0.92852,4.94451,0.9427,0.72513,0.59365,0.67412,0.32148,1.65897,8.38516,1.18612,0.000805528,0.000805528,0.000805528
263,5130.21,0.89986,4.94913,0.95446,0.7214,0.60098,0.6622,0.31065,1.68649,8.53325,1.19863,0.000802227,0.000802227,0.000802227
264,5146.99,0.92998,4.89999,0.91532,0.75387,0.59691,0.68749,0.3245,1.67525,8.55988,1.18432,0.000798926,0.000798926,0.000798926
265,5164.76,0.95901,5.15559,0.94029,0.72478,0.61118,0.68275,0.32617,1.64735,8.37256,1.16611,0.000795626,0.000795626,0.000795626
266,5183.86,0.99014,5.21361,0.95107,0.72484,0.61156,0.6805,0.3297,1.62828,8.31009,1.16131,0.000792325,0.000792325,0.000792325
267,5202.53,0.97009,5.16401,0.95227,0.72852,0.60912,0.6821,0.33262,1.62792,8.31711,1.16077,0.000789024,0.000789024,0.000789024
268,5219.82,0.89061,4.82091,0.92569,0.72014,0.61401,0.68035,0.33414,1.62392,8.35083,1.15424,0.000785724,0.000785724,0.000785724
269,5236.86,0.89681,4.80566,0.92128,0.72518,0.60749,0.68865,0.32949,1.66184,8.3328,1.16982,0.000782423,0.000782423,0.000782423
270,5255.03,0.95651,5.06667,0.94645,0.70605,0.60423,0.67844,0.32672,1.64048,8.31967,1.15797,0.000779122,0.000779122,0.000779122
271,5272.57,0.94558,4.96926,0.92713,0.72702,0.61375,0.68489,0.32801,1.62274,8.24669,1.14738,0.000775822,0.000775822,0.000775822
272,5291.89,0.9097,4.89708,0.93266,0.74283,0.61156,0.68669,0.3286,1.62737,8.24326,1.15876,0.000772521,0.000772521,0.000772521
273,5309.81,0.95393,5.2645,0.94029,0.71865,0.62785,0.6796,0.32923,1.6427,8.12355,1.1661,0.00076922,0.00076922,0.00076922
274,5326.63,0.9619,5.08484,0.94798,0.70491,0.61156,0.67423,0.32008,1.64804,8.37343,1.1683,0.00076592,0.00076592,0.00076592
275,5344.53,0.91849,4.95552,0.94652,0.71498,0.61691,0.6758,0.32341,1.63035,8.58713,1.1584,0.000762619,0.000762619,0.000762619
276,5361.69,0.98833,5.16342,0.94677,0.74544,0.63274,0.69935,0.33544,1.60998,8.27545,1.15439,0.000759318,0.000759318,0.000759318
277,5380.01,1.01149,5.30851,0.94374,0.75311,0.62378,0.68987,0.33282,1.62082,8.09223,1.15428,0.000756018,0.000756018,0.000756018
278,5397.98,0.94038,5.0665,0.94984,0.73849,0.62622,0.68846,0.33197,1.61989,8.03502,1.15872,0.000752717,0.000752717,0.000752717
279,5415.18,0.93774,5.06749,0.93583,0.7524,0.62785,0.69713,0.33708,1.61671,8.05108,1.15833,0.000749417,0.000749417,0.000749417
280,5431.66,0.9235,4.97309,0.94585,0.75356,0.63925,0.70562,0.33329,1.60161,8.03672,1.14678,0.000746116,0.000746116,0.000746116
281,5449.88,0.92436,4.91514,0.918,0.75728,0.61485,0.69757,0.33341,1.61274,8.10239,1.15854,0.000742815,0.000742815,0.000742815
282,5468.19,0.94696,4.97024,0.94152,0.7574,0.60993,0.69558,0.333,1.61281,8.27969,1.15584,0.000739515,0.000739515,0.000739515
283,5486.86,0.96905,5.10655,0.94765,0.73368,0.64495,0.69706,0.33259,1.61571,8.27964,1.1539,0.000736214,0.000736214,0.000736214
284,5516.33,1.02265,5.26606,0.95874,0.75263,0.64665,0.70496,0.33575,1.62469,8.14024,1.16257,0.000732913,0.000732913,0.000732913
285,5534.44,0.85815,4.6922,0.9262,0.74902,0.63192,0.70453,0.34093,1.61231,8.42667,1.16234,0.000729613,0.000729613,0.000729613
286,5552.26,0.94584,5.06269,0.93556,0.71473,0.64251,0.69974,0.33867,1.61172,8.79293,1.16034,0.000726312,0.000726312,0.000726312
287,5569.55,0.89129,4.80478,0.93042,0.72281,0.64169,0.69895,0.3366,1.62626,8.55908,1.17423,0.000723011,0.000723011,0.000723011
288,5587.12,0.96016,5.03849,0.94383,0.73522,0.61808,0.68809,0.33033,1.66192,8.46567,1.19213,0.000719711,0.000719711,0.000719711
289,5603.93,0.93032,5.0026,0.93973,0.73307,0.61319,0.68326,0.32344,1.67234,8.47034,1.19234,0.00071641,0.00071641,0.00071641
290,5622.08,0.93283,5.03816,0.93933,0.74676,0.61645,0.67663,0.32398,1.65922,8.29943,1.18901,0.000713109,0.000713109,0.000713109
291,5640.5,0.91993,4.92542,0.92778,0.74761,0.61726,0.68685,0.32562,1.65213,8.1112,1.18756,0.000709809,0.000709809,0.000709809
292,5657.31,0.93688,4.93643,0.92391,0.74457,0.62948,0.69716,0.33166,1.64523,8.15489,1.17937,0.000706508,0.000706508,0.000706508
293,5674.46,0.9043,4.81171,0.91638,0.72279,0.62541,0.69436,0.3321,1.64518,8.19571,1.17855,0.000703207,0.000703207,0.000703207
294,5693.74,0.90975,4.90827,0.93343,0.69911,0.64142,0.68845,0.33384,1.63658,8.34397,1.17658,0.000699907,0.000699907,0.000699907
295,5714.89,0.88537,4.77148,0.91899,0.72464,0.61076,0.68356,0.33152,1.62865,8.5185,1.16363,0.000696606,0.000696606,0.000696606
296,5732.25,0.91933,4.87991,0.93118,0.72989,0.63274,0.69228,0.33367,1.6092,8.14461,1.15527,0.000693305,0.000693305,0.000693305
297,5749.52,0.9426,4.96873,0.92219,0.73283,0.64332,0.70139,0.33834,1.60289,7.87445,1.15755,0.000690005,0.000690005,0.000690005
298,5767.8,0.93512,4.99712,0.93908,0.74737,0.63762,0.7101,0.34158,1.61424,8.01042,1.16052,0.000686704,0.000686704,0.000686704
299,5786.67,0.93124,4.87655,0.92998,0.71494,0.64658,0.69931,0.33872,1.61047,8.03352,1.15888,0.000683403,0.000683403,0.000683403
300,5803.75,0.97397,4.98893,0.91364,0.71918,0.64441,0.69244,0.33909,1.60445,8.0595,1.1552,0.000680103,0.000680103,0.000680103
301,5824.81,0.90184,4.81682,0.92298,0.72526,0.63192,0.69144,0.33413,1.61492,8.04119,1.15551,0.000676802,0.000676802,0.000676802
302,5842.13,0.8835,4.73027,0.92906,0.68217,0.65228,0.68771,0.32794,1.62141,8.02431,1.15142,0.000673501,0.000673501,0.000673501
303,5858.75,0.90055,4.82966,0.92843,0.71036,0.64495,0.69795,0.34102,1.61057,7.80134,1.14488,0.000670201,0.000670201,0.000670201
304,5894.64,0.91161,4.84752,0.93508,0.76173,0.60912,0.70203,0.33886,1.62094,7.77821,1.15789,0.0006669,0.0006669,0.0006669
305,5912.73,0.99067,5.15601,0.94983,0.71461,0.64902,0.70338,0.33715,1.62242,7.93328,1.16131,0.000663599,0.000663599,0.000663599
306,5931.2,0.79256,4.50956,0.92539,0.73094,0.63192,0.69323,0.33406,1.62445,7.89344,1.16336,0.000660299,0.000660299,0.000660299
307,5948.78,0.95727,5.00487,0.93837,0.71741,0.63674,0.69133,0.33403,1.62099,7.89486,1.16775,0.000656998,0.000656998,0.000656998
308,5966.35,0.93786,4.94459,0.93054,0.70847,0.62785,0.68525,0.33005,1.62295,8.1154,1.16636,0.000653697,0.000653697,0.000653697
309,5984.27,0.88721,4.73373,0.91491,0.75172,0.62377,0.7034,0.34313,1.61381,8.02708,1.16404,0.000650397,0.000650397,0.000650397
310,6003.1,0.89204,4.74807,0.9307,0.724,0.63925,0.69653,0.33629,1.62596,8.0563,1.16992,0.000647096,0.000647096,0.000647096
311,6022.45,0.88568,4.70683,0.90846,0.72158,0.63518,0.68295,0.32439,1.62255,7.97368,1.16136,0.000643795,0.000643795,0.000643795
312,6040.51,0.92415,4.92596,0.93341,0.70391,0.64275,0.68769,0.32913,1.63018,8.14006,1.16704,0.000640495,0.000640495,0.000640495
313,6060.93,0.85618,4.62288,0.93415,0.72678,0.63436,0.69407,0.33494,1.61097,8.14179,1.15394,0.000637194,0.000637194,0.000637194
314,6078.98,0.91877,4.86039,0.93019,0.72788,0.63355,0.69714,0.33249,1.61427,8.15688,1.14825,0.000633893,0.000633893,0.000633893
315,6097.67,0.87202,4.64708,0.92532,0.74228,0.65203,0.7084,0.338,1.60537,7.93244,1.14309,0.000630593,0.000630593,0.000630593
316,6117.83,0.82308,4.5198,0.92561,0.74373,0.63574,0.70473,0.33777,1.62333,7.94478,1.16092,0.000627292,0.000627292,0.000627292
317,6136.22,0.93681,4.90355,0.92907,0.75049,0.63928,0.71423,0.34082,1.62041,7.94939,1.16862,0.000623991,0.000623991,0.000623991
318,6154.45,0.84584,4.66376,0.922,0.74115,0.63518,0.70331,0.33826,1.61097,8.0854,1.15824,0.000620691,0.000620691,0.000620691
319,6171.83,0.83129,4.54888,0.91961,0.73302,0.63276,0.69437,0.33577,1.61456,8.08802,1.16188,0.00061739,0.00061739,0.00061739
320,6190.14,0.83603,4.59072,0.92099,0.73993,0.62324,0.69017,0.32653,1.64095,8.23186,1.17828,0.000614089,0.000614089,0.000614089
321,6208.12,0.87854,4.71552,0.93149,0.74577,0.62704,0.69046,0.33144,1.62519,7.97377,1.17808,0.000610789,0.000610789,0.000610789
322,6225.32,0.84328,4.62108,0.92666,0.75884,0.64061,0.70617,0.33675,1.60559,8.00997,1.16866,0.000607488,0.000607488,0.000607488
323,6242.4,0.92716,4.86088,0.91898,0.72139,0.65152,0.70019,0.33756,1.59192,7.96199,1.15982,0.000604187,0.000604187,0.000604187
324,6258.87,0.84984,4.56766,0.90911,0.72918,0.65557,0.71028,0.34252,1.59243,7.90507,1.15518,0.000600887,0.000600887,0.000600887
325,6276.54,0.83633,4.56687,0.92151,0.73694,0.65474,0.70769,0.34055,1.60514,7.78685,1.16723,0.000597586,0.000597586,0.000597586
326,6293.28,0.90563,4.83793,0.92147,0.72331,0.65355,0.69946,0.3346,1.61576,7.89774,1.16966,0.000594286,0.000594286,0.000594286
327,6313.28,0.86929,4.79039,0.93199,0.71638,0.64577,0.69779,0.34012,1.60696,7.86762,1.16303,0.000590985,0.000590985,0.000590985
328,6330.31,0.85824,4.58528,0.91212,0.72715,0.64739,0.70141,0.33376,1.61964,7.85578,1.16191,0.000587684,0.000587684,0.000587684
329,6348.1,0.85075,4.64579,0.92963,0.75816,0.63274,0.70482,0.3407,1.60307,7.83986,1.16327,0.000584384,0.000584384,0.000584384
330,6365.62,0.86544,4.70071,0.92184,0.72846,0.64008,0.70307,0.33549,1.61561,7.87509,1.16797,0.000581083,0.000581083,0.000581083
331,6387.64,0.83588,4.60386,0.92296,0.74661,0.63192,0.70463,0.33728,1.61721,7.89888,1.16869,0.000577782,0.000577782,0.000577782
332,6404.87,0.84533,4.58065,0.9062,0.75893,0.63925,0.71468,0.34819,1.60429,7.85224,1.16125,0.000574482,0.000574482,0.000574482
333,6422.63,0.8217,4.47687,0.91526,0.76004,0.63762,0.71487,0.34164,1.60759,7.85286,1.16169,0.000571181,0.000571181,0.000571181
334,6453.66,0.86875,4.76407,0.94172,0.74047,0.64169,0.70839,0.34374,1.59806,7.76764,1.15608,0.00056788,0.00056788,0.00056788
335,6471.51,0.90096,4.76729,0.93386,0.72785,0.64251,0.70134,0.33004,1.62773,8.07026,1.15574,0.00056458,0.00056458,0.00056458
336,6488.22,0.86807,4.63605,0.90966,0.74189,0.63599,0.69676,0.33331,1.62833,8.0788,1.15792,0.000561279,0.000561279,0.000561279
337,6512.71,0.91063,4.76065,0.9125,0.75048,0.64661,0.70924,0.33394,1.61271,7.96399,1.15135,0.000557978,0.000557978,0.000557978
338,6529.62,0.87085,4.65915,0.91903,0.74009,0.64088,0.69958,0.33162,1.61209,7.90722,1.15656,0.000554678,0.000554678,0.000554678
339,6550.95,0.84976,4.57734,0.92183,0.75829,0.65146,0.71862,0.34904,1.58529,7.72394,1.14624,0.000551377,0.000551377,0.000551377
340,6567.98,0.82137,4.4757,0.9085,0.72644,0.65955,0.71114,0.33674,1.60533,7.71976,1.14984,0.000548076,0.000548076,0.000548076
341,6585.78,0.8076,4.39508,0.92402,0.76311,0.64169,0.7123,0.34293,1.59019,7.76743,1.14336,0.000544776,0.000544776,0.000544776
342,6615.05,0.8505,4.57639,0.91555,0.72847,0.65105,0.7048,0.33832,1.59886,7.82128,1.14713,0.000541475,0.000541475,0.000541475
343,6632.51,0.84229,4.59741,0.93134,0.73261,0.63925,0.69958,0.33791,1.59888,7.89729,1.15365,0.000538174,0.000538174,0.000538174
344,6650.54,0.89374,4.70283,0.92358,0.72703,0.64658,0.70508,0.33819,1.59769,7.85022,1.15125,0.000534874,0.000534874,0.000534874
345,6675.92,0.86874,4.64035,0.90789,0.73464,0.63574,0.70333,0.331,1.61729,7.94476,1.15356,0.000531573,0.000531573,0.000531573
346,6696.54,0.89397,4.74461,0.91414,0.75451,0.64658,0.72072,0.34599,1.59747,7.81865,1.15392,0.000528272,0.000528272,0.000528272
347,6714.17,0.90849,4.75693,0.92422,0.72931,0.65798,0.72114,0.34666,1.59601,7.80824,1.15211,0.000524972,0.000524972,0.000524972
348,6731.7,0.82079,4.49644,0.91977,0.73628,0.6434,0.71021,0.34334,1.58885,7.85012,1.1458,0.000521671,0.000521671,0.000521671
349,6749.33,0.81822,4.52572,0.92076,0.74124,0.63916,0.71023,0.34387,1.58916,7.89105,1.14263,0.00051837,0.00051837,0.00051837
350,6766.45,0.84869,4.6016,0.92094,0.72559,0.64821,0.70658,0.34568,1.58967,7.88381,1.14267,0.00051507,0.00051507,0.00051507
351,6784.17,0.83808,4.50252,0.89904,0.7138,0.66413,0.70626,0.34206,1.58907,7.95192,1.14971,0.000511769,0.000511769,0.000511769
352,6805.72,0.86886,4.62462,0.90402,0.71834,0.6702,0.71075,0.33744,1.61298,7.94148,1.15649,0.000508468,0.000508468,0.000508468
353,6827.7,0.84437,4.52291,0.90866,0.73368,0.65507,0.70945,0.33882,1.61864,7.9478,1.15352,0.000505168,0.000505168,0.000505168
354,6845.51,0.85526,4.60585,0.91236,0.70947,0.68208,0.70934,0.34249,1.61495,7.92,1.15257,0.000501867,0.000501867,0.000501867
355,6862.55,0.82486,4.4471,0.90725,0.72929,0.64577,0.70923,0.34029,1.60888,7.81399,1.15101,0.000498566,0.000498566,0.000498566
356,6880.37,0.80124,4.40032,0.90828,0.73979,0.639,0.70694,0.34453,1.58089,7.81216,1.13573,0.000495266,0.000495266,0.000495266
357,6897.44,0.83884,4.4772,0.92644,0.71618,0.64934,0.69756,0.33917,1.58266,7.92995,1.14023,0.000491965,0.000491965,0.000491965
358,6915.81,0.81642,4.44765,0.91404,0.71561,0.65368,0.69901,0.33526,1.5906,7.97716,1.14168,0.000488664,0.000488664,0.000488664
359,6932.88,0.85075,4.5488,0.90613,0.74006,0.65228,0.70994,0.34336,1.59316,7.94267,1.14453,0.000485364,0.000485364,0.000485364
360,6949.82,0.83449,4.49418,0.9103,0.73918,0.65773,0.70654,0.34094,1.60485,7.86751,1.14934,0.000482063,0.000482063,0.000482063
361,6967.43,0.91383,4.67632,0.91288,0.72699,0.66612,0.70572,0.33556,1.61186,7.7945,1.14781,0.000478762,0.000478762,0.000478762
362,6987.18,0.83521,4.43792,0.90212,0.71663,0.66531,0.71101,0.34546,1.59097,7.85475,1.14785,0.000475462,0.000475462,0.000475462
363,7004.29,0.8066,4.43874,0.91019,0.74082,0.64007,0.71049,0.34334,1.60624,7.78243,1.15602,0.000472161,0.000472161,0.000472161
