epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2624.22,1.39311,7.15804,1.03359,0.67888,0.58958,0.65271,0.28589,1.76059,8.66802,1.18693,0.00106958,0.00106958,0.00106958
183,2636.46,1.29143,7.2352,1.05953,0.68663,0.5684,0.63169,0.27828,1.77346,8.91184,1.19378,0.00106628,0.00106628,0.00106628
184,2647.96,1.31421,6.9156,1.01788,0.69228,0.57085,0.63755,0.29011,1.74359,8.74432,1.17237,0.00106298,0.00106298,0.00106298
185,2660.18,1.30198,6.9206,1.0283,0.6664,0.57248,0.62582,0.27854,1.74818,9.07938,1.17076,0.00105968,0.00105968,0.00105968
186,2674.28,1.36109,7.0176,1.02656,0.69362,0.57705,0.63768,0.29309,1.70541,8.55279,1.15418,0.00105638,0.00105638,0.00105638
187,2686.17,1.26881,6.47569,1.01622,0.69557,0.58981,0.64802,0.29416,1.71338,8.65342,1.16547,0.00105308,0.00105308,0.00105308
188,2698.41,1.3235,6.78797,1.01415,0.66862,0.58329,0.64284,0.29167,1.71862,8.79597,1.1542,0.00104978,0.00104978,0.00104978
189,2711.5,1.25877,6.68944,1.03243,0.69645,0.54723,0.62634,0.28326,1.74261,8.83225,1.16558,0.00104648,0.00104648,0.00104648
190,2724.75,1.31007,6.68911,1.02694,0.70006,0.59202,0.64339,0.28906,1.7381,9.05411,1.17651,0.00104318,0.00104318,0.00104318
191,2737.45,1.25693,6.67612,1.02106,0.68941,0.5741,0.63913,0.28761,1.75146,8.78956,1.17728,0.00103987,0.00103987,0.00103987
192,2750.26,1.28201,6.68349,1.01453,0.68282,0.59079,0.65162,0.2962,1.74875,8.69376,1.17571,0.00103657,0.00103657,0.00103657
193,2783.4,1.34565,6.89902,1.03641,0.67113,0.5741,0.63653,0.28966,1.74944,8.79816,1.17338,0.00103327,0.00103327,0.00103327
194,2808.54,1.25483,6.62941,1.01121,0.69552,0.59691,0.65559,0.29816,1.72677,8.56973,1.16595,0.00102997,0.00102997,0.00102997
195,2821.32,1.37887,6.88292,1.00526,0.67265,0.58062,0.62882,0.28073,1.75394,8.83928,1.17328,0.00102667,0.00102667,0.00102667
196,2833.33,1.33376,6.82998,1.04463,0.69351,0.61075,0.65417,0.29293,1.76433,8.66586,1.18411,0.00102337,0.00102337,0.00102337
197,2844.78,1.26856,6.52389,1.02386,0.68564,0.56515,0.6379,0.28528,1.75277,8.57769,1.1893,0.00102007,0.00102007,0.00102007
198,2862.28,1.27169,6.80504,1.01931,0.68805,0.57492,0.63762,0.28573,1.75238,8.70659,1.18865,0.00101677,0.00101677,0.00101677
199,2874.9,1.3316,6.87869,1.03281,0.69361,0.57885,0.64167,0.28718,1.73799,8.76831,1.1847,0.00101347,0.00101347,0.00101347
200,2887.13,1.26264,6.51097,1.01278,0.68484,0.60016,0.65523,0.2883,1.73279,8.75459,1.16809,0.00101017,0.00101017,0.00101017
201,2898.93,1.30145,6.66173,1.0281,0.71042,0.58632,0.64855,0.2976,1.69811,8.53132,1.15957,0.00100687,0.00100687,0.00100687
202,2911.23,1.23898,6.4277,1.00868,0.70311,0.5805,0.64542,0.29547,1.68765,8.57077,1.14989,0.00100357,0.00100357,0.00100357
203,2923.07,1.28353,7.09144,1.04929,0.66283,0.5798,0.6301,0.28568,1.70983,8.78984,1.15566,0.00100027,0.00100027,0.00100027
204,2950.68,1.25899,6.51902,1.0121,0.70791,0.57037,0.64505,0.30009,1.69054,8.48994,1.15022,0.000996966,0.000996966,0.000996966
205,2964.47,1.25121,6.64675,1.02775,0.67238,0.59283,0.63813,0.28999,1.70202,8.68372,1.15087,0.000993665,0.000993665,0.000993665
206,2976.7,1.34799,6.8014,1.0073,0.67657,0.5741,0.63671,0.2901,1.71671,8.66821,1.1526,0.000990365,0.000990365,0.000990365
207,2989.12,1.28868,6.58668,1.01691,0.68427,0.59121,0.64712,0.28902,1.71269,8.80549,1.15117,0.000987064,0.000987064,0.000987064
208,3005.41,1.28686,6.61334,1.03022,0.67754,0.60261,0.65098,0.29654,1.69464,8.5774,1.14827,0.000983763,0.000983763,0.000983763
209,3026.29,1.27572,6.49252,1.00062,0.66937,0.58362,0.6434,0.28998,1.7073,8.55642,1.15117,0.000980463,0.000980463,0.000980463
210,3039.4,1.29413,6.5865,1.00801,0.68395,0.57448,0.63676,0.29175,1.70437,8.53186,1.15294,0.000977162,0.000977162,0.000977162
211,3051.86,1.31366,6.75128,1.03321,0.65993,0.5684,0.62959,0.28124,1.73737,8.77669,1.16461,0.000973861,0.000973861,0.000973861
212,3080.81,1.28033,6.67525,1.02103,0.68818,0.59488,0.65377,0.29482,1.7114,8.57969,1.15703,0.000970561,0.000970561,0.000970561
213,3093.62,1.28364,6.60808,1.00008,0.6935,0.5767,0.64978,0.29365,1.72554,8.67842,1.16268,0.00096726,0.00096726,0.00096726
214,3106.08,1.32407,7.11847,1.02412,0.68418,0.5798,0.6539,0.29927,1.70025,8.52206,1.15559,0.000963959,0.000963959,0.000963959
215,3117.82,1.2831,6.68385,1.01464,0.69309,0.557,0.64809,0.29956,1.70014,8.55739,1.1627,0.000960659,0.000960659,0.000960659
216,3129.39,1.28488,6.73921,1.02816,0.70256,0.56759,0.64698,0.29997,1.70695,8.40893,1.15476,0.000957358,0.000957358,0.000957358
217,3141,1.37531,6.9146,1.01195,0.68757,0.57736,0.64524,0.29314,1.71927,8.38878,1.16908,0.000954057,0.000954057,0.000954057
218,3155.48,1.24806,6.79704,1.01346,0.6878,0.58632,0.65219,0.2928,1.73692,8.54548,1.17849,0.000950757,0.000950757,0.000950757
219,3167.44,1.28771,6.52592,1.01089,0.69827,0.5627,0.64016,0.29529,1.72181,8.45107,1.16933,0.000947456,0.000947456,0.000947456
220,3179.96,1.25768,6.45393,1.00642,0.68831,0.59935,0.65214,0.30174,1.68909,8.52398,1.14652,0.000944155,0.000944155,0.000944155
221,3194.55,1.29238,6.59597,1.01201,0.67901,0.5855,0.64029,0.28733,1.71494,8.58844,1.1621,0.000940855,0.000940855,0.000940855
222,3208.36,1.29087,6.68429,1.01589,0.68241,0.57899,0.64213,0.28787,1.73169,8.72599,1.15684,0.000937554,0.000937554,0.000937554
223,3221.04,1.24192,6.55599,1.00517,0.67966,0.56678,0.62618,0.28178,1.75098,8.71254,1.17638,0.000934253,0.000934253,0.000934253
224,3232.93,1.21756,6.43001,0.99942,0.67996,0.58876,0.6454,0.28603,1.73204,8.6414,1.16702,0.000930953,0.000930953,0.000930953
225,3245.32,1.20169,6.2935,0.99855,0.67953,0.59202,0.64524,0.28306,1.7618,8.53333,1.17198,0.000927652,0.000927652,0.000927652
226,3257.46,1.27695,6.59134,1.01235,0.69332,0.60342,0.668,0.30079,1.69608,8.40058,1.14705,0.000924352,0.000924352,0.000924352
227,3270.16,1.2298,6.46401,1.02151,0.72287,0.56678,0.6463,0.28926,1.71598,8.41551,1.16565,0.000921051,0.000921051,0.000921051
228,3285.11,1.28395,6.54677,1.00343,0.71871,0.55553,0.65011,0.29438,1.7041,8.35677,1.16182,0.00091775,0.00091775,0.00091775
229,3297.2,1.32188,6.75692,1.01157,0.70508,0.59691,0.66713,0.30946,1.68002,8.37747,1.15134,0.00091445,0.00091445,0.00091445
230,3308.81,1.22565,6.32971,0.98692,0.66893,0.60879,0.65592,0.30831,1.67145,8.50129,1.14309,0.000911149,0.000911149,0.000911149
231,3320.96,1.28838,6.52905,0.98951,0.66845,0.61319,0.65714,0.30281,1.66195,8.61877,1.13283,0.000907848,0.000907848,0.000907848
232,3333.01,1.2802,6.61192,0.98918,0.68246,0.58981,0.65472,0.29471,1.67248,8.57184,1.13517,0.000904548,0.000904548,0.000904548
233,3351.18,1.26155,6.55558,1.02263,0.66237,0.57655,0.63584,0.28879,1.70981,8.73089,1.15246,0.000901247,0.000901247,0.000901247
234,3363.65,1.31827,6.54864,0.99554,0.6594,0.58876,0.64705,0.28749,1.70488,8.78808,1.15239,0.000897946,0.000897946,0.000897946
235,3383.93,1.30598,6.60185,0.9917,0.67148,0.59121,0.64615,0.28601,1.70177,8.60629,1.16196,0.000894646,0.000894646,0.000894646
236,3395.83,1.28024,6.66697,1.01574,0.6696,0.55863,0.62454,0.27662,1.7021,8.63186,1.16565,0.000891345,0.000891345,0.000891345
237,3407.5,1.2832,6.6222,1.0144,0.65657,0.58795,0.63089,0.28353,1.69426,8.54034,1.15773,0.000888044,0.000888044,0.000888044
238,3419.92,1.21757,6.30157,0.98951,0.68262,0.60075,0.65586,0.29489,1.70032,8.37055,1.1505,0.000884744,0.000884744,0.000884744
239,3432.11,1.21755,6.19901,0.99389,0.69807,0.58143,0.65547,0.29502,1.70022,8.29138,1.15296,0.000881443,0.000881443,0.000881443
240,3444.05,1.24172,6.55052,1.01109,0.71829,0.57166,0.65728,0.30568,1.6657,8.2148,1.13961,0.000878142,0.000878142,0.000878142
241,3456.55,1.21451,6.27793,0.99834,0.69936,0.57003,0.64147,0.303,1.66974,8.36814,1.14403,0.000874842,0.000874842,0.000874842
242,3468.81,1.26687,6.43558,0.97527,0.68827,0.59513,0.65737,0.30568,1.66121,8.12652,1.14432,0.000871541,0.000871541,0.000871541
243,3480.89,1.23235,6.44473,1.01638,0.70891,0.58902,0.66049,0.3041,1.65264,8.2232,1.14361,0.00086824,0.00086824,0.00086824
244,3497.26,1.24717,6.55313,1.01141,0.67121,0.59348,0.64817,0.3036,1.67368,8.20134,1.15284,0.00086494,0.00086494,0.00086494
245,3511.14,1.24191,6.46259,0.9894,0.67702,0.60016,0.65843,0.30901,1.66706,8.25159,1.14769,0.000861639,0.000861639,0.000861639
246,3524.73,1.27265,6.5314,0.98865,0.65963,0.61808,0.661,0.3034,1.68436,8.4702,1.15795,0.000858338,0.000858338,0.000858338
247,3536.46,1.19527,6.26296,0.98846,0.67562,0.59446,0.65698,0.30424,1.67561,8.56731,1.15824,0.000855038,0.000855038,0.000855038
248,3549.37,1.21174,6.38318,0.98988,0.68527,0.5741,0.64399,0.29468,1.69461,8.82591,1.15657,0.000851737,0.000851737,0.000851737
249,3561.86,1.19448,6.31516,1.01694,0.68839,0.57208,0.64628,0.29714,1.67722,8.65589,1.15309,0.000848436,0.000848436,0.000848436
250,3579.77,1.13328,6.01085,0.98726,0.64549,0.55375,0.61705,0.2825,1.71385,8.52223,1.16147,0.000845136,0.000845136,0.000845136
251,3591.95,1.2721,6.3872,0.96322,0.68081,0.56449,0.63769,0.29451,1.69788,8.53096,1.15478,0.000841835,0.000841835,0.000841835
252,3604.54,1.21799,6.33091,0.98795,0.66629,0.57166,0.64134,0.29327,1.67806,8.54416,1.13597,0.000838534,0.000838534,0.000838534
253,3617.72,1.2887,6.40886,0.98509,0.71779,0.58225,0.65592,0.30174,1.6709,8.3237,1.14446,0.000835234,0.000835234,0.000835234
254,3629.92,1.2309,6.26712,0.99322,0.71468,0.58795,0.66733,0.31275,1.66496,8.28994,1.14983,0.000831933,0.000831933,0.000831933
255,3642.72,1.21339,6.30444,0.99644,0.68902,0.60261,0.66956,0.30445,1.66255,8.24785,1.14729,0.000828632,0.000828632,0.000828632
256,3661.74,1.29189,6.79632,0.99106,0.73217,0.59283,0.67549,0.30698,1.66767,8.14578,1.15,0.000825332,0.000825332,0.000825332
257,3673.61,1.26406,6.43859,1.00908,0.70315,0.57003,0.64862,0.29903,1.68559,8.41509,1.15066,0.000822031,0.000822031,0.000822031
258,3686.18,1.19162,6.12664,0.98374,0.69801,0.57492,0.64921,0.30237,1.67169,8.50762,1.14517,0.00081873,0.00081873,0.00081873
259,3698.27,1.21066,6.14506,0.97216,0.66823,0.59209,0.64481,0.29766,1.67514,8.49041,1.14899,0.00081543,0.00081543,0.00081543
260,3710.42,1.17007,6.07754,0.9843,0.66463,0.57613,0.64016,0.29431,1.6803,8.49682,1.15652,0.000812129,0.000812129,0.000812129
261,3723.54,1.26764,6.53538,1.02234,0.7041,0.55456,0.64622,0.2942,1.68393,8.50438,1.16408,0.000808828,0.000808828,0.000808828
262,3735.47,1.21029,6.36127,1.00689,0.68921,0.57247,0.64154,0.28897,1.69596,8.60432,1.15852,0.000805528,0.000805528,0.000805528
263,3748.04,1.19719,6.25089,1.00376,0.72258,0.57329,0.65044,0.29461,1.69469,8.53898,1.15784,0.000802227,0.000802227,0.000802227
264,3759.89,1.26105,6.57245,1.00918,0.67806,0.57114,0.63686,0.28527,1.7085,8.7168,1.16061,0.000798926,0.000798926,0.000798926
265,3771.55,1.22794,6.33534,0.99748,0.68354,0.57818,0.64452,0.29262,1.68331,8.57369,1.14324,0.000795626,0.000795626,0.000795626
266,3784.49,1.21497,6.21472,0.97247,0.69521,0.57899,0.64755,0.29733,1.68904,8.47664,1.1486,0.000792325,0.000792325,0.000792325
267,3796.14,1.21143,6.26451,0.98221,0.69495,0.58713,0.65789,0.30007,1.68427,8.47402,1.14917,0.000789024,0.000789024,0.000789024
268,3807.94,1.1695,6.14506,0.98131,0.71139,0.58795,0.66263,0.30719,1.64797,8.27798,1.13297,0.000785724,0.000785724,0.000785724
269,3820.87,1.17003,5.98665,0.96778,0.69367,0.59283,0.65611,0.30281,1.65452,8.08363,1.13384,0.000782423,0.000782423,0.000782423
270,3833.05,1.23174,6.2403,0.99139,0.67713,0.61156,0.65274,0.304,1.66231,8.21326,1.14054,0.000779122,0.000779122,0.000779122
271,3845.02,1.17954,6.15057,0.9771,0.67165,0.598,0.64859,0.30328,1.66804,8.22451,1.1454,0.000775822,0.000775822,0.000775822
272,3857.72,1.19407,6.11372,0.97505,0.68364,0.59772,0.65849,0.30403,1.66589,8.26376,1.15866,0.000772521,0.000772521,0.000772521
273,3869.53,1.25571,6.22852,0.97682,0.71056,0.57573,0.65687,0.30187,1.66477,8.23738,1.15057,0.00076922,0.00076922,0.00076922
274,3881.42,1.20612,6.20494,0.98917,0.69346,0.57492,0.66184,0.31012,1.66301,8.15614,1.13962,0.00076592,0.00076592,0.00076592
275,3893.03,1.24123,6.36059,0.98987,0.67371,0.63111,0.66994,0.31404,1.65098,8.15412,1.13678,0.000762619,0.000762619,0.000762619
276,3906.98,1.198,6.0984,0.99804,0.68364,0.5948,0.65705,0.30717,1.69012,8.22592,1.1492,0.000759318,0.000759318,0.000759318
277,3920.6,1.22772,6.2677,0.97659,0.68742,0.62704,0.67216,0.31552,1.65709,8.17018,1.14569,0.000756018,0.000756018,0.000756018
278,3933.31,1.2051,6.1689,0.98012,0.68883,0.6129,0.66506,0.30845,1.66904,8.29918,1.14318,0.000752717,0.000752717,0.000752717
279,3945.77,1.17897,6.11713,0.98561,0.71393,0.58328,0.65715,0.30449,1.66612,8.52614,1.14088,0.000749417,0.000749417,0.000749417
280,3957.24,1.15436,5.96236,0.98185,0.69004,0.58469,0.65278,0.29889,1.69294,8.5323,1.15892,0.000746116,0.000746116,0.000746116
281,3969.19,1.24361,6.24864,0.96212,0.66173,0.63762,0.66504,0.30789,1.68196,8.31215,1.1592,0.000742815,0.000742815,0.000742815
282,3980.76,1.12332,5.87832,0.98276,0.69217,0.59144,0.66413,0.30286,1.69837,8.41646,1.16361,0.000739515,0.000739515,0.000739515
283,3993.02,1.12504,5.84051,0.96453,0.65599,0.60016,0.65027,0.30108,1.70996,8.31091,1.16575,0.000736214,0.000736214,0.000736214
284,4005.01,1.12224,5.87984,0.97123,0.67723,0.60997,0.6649,0.3079,1.68033,8.22695,1.15935,0.000732913,0.000732913,0.000732913
285,4018.36,1.24457,6.38124,0.99076,0.67624,0.60993,0.66465,0.30589,1.68308,8.3824,1.15248,0.000729613,0.000729613,0.000729613
286,4031.71,1.26872,6.67811,1.01199,0.66876,0.61319,0.65439,0.30068,1.69017,8.61914,1.15215,0.000726312,0.000726312,0.000726312
287,4062.02,1.19192,6.29715,1.00936,0.6646,0.60505,0.65708,0.29997,1.69731,8.56015,1.15996,0.000723011,0.000723011,0.000723011
288,4074.57,1.2238,6.34858,0.99033,0.68985,0.58876,0.65236,0.30218,1.69301,8.49217,1.15795,0.000719711,0.000719711,0.000719711
289,4086.59,1.11299,5.82807,0.98659,0.6888,0.59839,0.66075,0.30666,1.67461,8.63139,1.15078,0.00071641,0.00071641,0.00071641
290,4098.85,1.20963,6.26808,0.97527,0.69244,0.59528,0.66281,0.31051,1.65105,8.39711,1.14254,0.000713109,0.000713109,0.000713109
291,4110.51,1.21348,6.13237,0.97008,0.67828,0.59446,0.65806,0.30247,1.68579,8.38602,1.16009,0.000709809,0.000709809,0.000709809
292,4129.46,1.16845,5.94708,0.97067,0.6896,0.59121,0.66341,0.31123,1.6861,8.28494,1.15719,0.000706508,0.000706508,0.000706508
293,4152.82,1.24298,6.28973,0.97546,0.66729,0.60431,0.67028,0.30919,1.67535,8.35267,1.14584,0.000703207,0.000703207,0.000703207
294,4166.27,1.22896,6.27997,0.97903,0.69242,0.59935,0.66074,0.31456,1.64103,8.16246,1.13162,0.000699907,0.000699907,0.000699907
295,4181.14,1.17312,6.10838,0.99649,0.68785,0.61889,0.66274,0.30788,1.64106,8.29011,1.13045,0.000696606,0.000696606,0.000696606
296,4195.67,1.10596,5.88489,0.96318,0.68338,0.57736,0.64414,0.30048,1.67095,8.52212,1.14466,0.000693305,0.000693305,0.000693305
297,4208.2,1.1621,5.96638,0.98692,0.68295,0.59121,0.65433,0.30452,1.65857,8.3895,1.14366,0.000690005,0.000690005,0.000690005
298,4223.42,1.27253,6.58202,0.97597,0.69994,0.59365,0.64801,0.30171,1.67575,8.49163,1.15563,0.000686704,0.000686704,0.000686704
299,4238.34,1.20763,6.24342,0.99657,0.69646,0.58713,0.65903,0.30584,1.66708,8.41,1.15108,0.000683403,0.000683403,0.000683403
300,4255.1,1.20135,6.22618,0.99365,0.69964,0.59935,0.65871,0.30908,1.68067,8.41671,1.15108,0.000680103,0.000680103,0.000680103
301,4267.31,1.20631,6.11246,0.9737,0.66887,0.61482,0.65717,0.30623,1.67515,8.40582,1.14788,0.000676802,0.000676802,0.000676802
302,4279.62,1.22664,6.23216,0.96807,0.70034,0.60505,0.6669,0.31071,1.65948,8.23104,1.14667,0.000673501,0.000673501,0.000673501
303,4292.68,1.14197,5.88791,0.96771,0.68384,0.62296,0.66163,0.31327,1.65287,8.06668,1.14022,0.000670201,0.000670201,0.000670201
304,4304.54,1.21029,6.07581,0.96975,0.70396,0.61319,0.67165,0.31751,1.64029,8.24061,1.13419,0.0006669,0.0006669,0.0006669
305,4318.76,1.18683,6.18748,0.97435,0.67909,0.62554,0.66785,0.31634,1.63877,8.29661,1.13077,0.000663599,0.000663599,0.000663599
306,4330.76,1.15382,5.90359,0.96446,0.70601,0.58472,0.65853,0.30742,1.65029,8.27688,1.1306,0.000660299,0.000660299,0.000660299
307,4343.07,1.2178,6.11421,0.97107,0.71531,0.577,0.66139,0.30791,1.6561,8.37291,1.13574,0.000656998,0.000656998,0.000656998
308,4355.06,1.2204,6.19699,0.95924,0.71405,0.56678,0.64991,0.29772,1.66253,8.3376,1.13632,0.000653697,0.000653697,0.000653697
309,4373.18,1.2432,6.42151,0.98967,0.72355,0.59528,0.67299,0.30693,1.66087,8.33507,1.1442,0.000650397,0.000650397,0.000650397
310,4385.83,1.1717,6.00479,0.97883,0.69107,0.58469,0.64753,0.29497,1.69946,8.49485,1.16626,0.000647096,0.000647096,0.000647096
311,4399.69,1.18064,6.22801,0.96707,0.68642,0.60586,0.66446,0.30774,1.68231,8.40465,1.1594,0.000643795,0.000643795,0.000643795
312,4411.76,1.18294,6.00155,0.96653,0.67701,0.60505,0.65751,0.30272,1.68383,8.4532,1.15986,0.000640495,0.000640495,0.000640495
313,4435.54,1.17427,5.90925,0.96378,0.67403,0.60451,0.65338,0.30055,1.68357,8.35166,1.16047,0.000637194,0.000637194,0.000637194
314,4448.59,1.20449,5.96788,0.98676,0.68932,0.60528,0.66551,0.30912,1.6684,8.17819,1.15588,0.000633893,0.000633893,0.000633893
315,4460.53,1.12846,5.73962,0.96127,0.6817,0.59121,0.65434,0.30486,1.66882,8.34019,1.1516,0.000630593,0.000630593,0.000630593
316,4475.99,1.16258,5.91662,0.98139,0.70685,0.59853,0.66708,0.3115,1.65883,8.34688,1.14573,0.000627292,0.000627292,0.000627292
317,4490.14,1.12407,5.89939,0.98599,0.69242,0.59853,0.66034,0.31068,1.64507,8.1979,1.13234,0.000623991,0.000623991,0.000623991
318,4501.65,1.15934,5.96577,0.97133,0.68783,0.60505,0.66777,0.31506,1.63943,8.15863,1.12665,0.000620691,0.000620691,0.000620691
319,4513.98,1.13592,5.90029,0.97171,0.67194,0.62052,0.65725,0.30649,1.65329,8.18145,1.13269,0.00061739,0.00061739,0.00061739
320,4526.06,1.14677,5.88091,0.96076,0.70028,0.60261,0.66097,0.30991,1.66215,8.27098,1.14845,0.000614089,0.000614089,0.000614089
321,4538.29,1.1713,5.91068,0.96848,0.67237,0.59661,0.64731,0.30202,1.67082,8.26224,1.15406,0.000610789,0.000610789,0.000610789
322,4557.23,1.21568,6.08331,0.97436,0.7119,0.58959,0.65644,0.30183,1.68134,8.34044,1.15805,0.000607488,0.000607488,0.000607488
323,4569.86,1.18577,5.96628,0.96368,0.70627,0.60586,0.66009,0.30582,1.68997,8.37913,1.15912,0.000604187,0.000604187,0.000604187
324,4589.05,1.21864,6.07586,0.97177,0.69655,0.58143,0.64701,0.30427,1.6907,8.30273,1.15325,0.000600887,0.000600887,0.000600887
325,4609.5,1.10706,5.7175,0.95717,0.6643,0.59853,0.64584,0.30354,1.69462,8.31557,1.15792,0.000597586,0.000597586,0.000597586
326,4632.18,1.14012,5.93486,0.9624,0.66506,0.62092,0.66088,0.30577,1.68162,8.32054,1.15821,0.000594286,0.000594286,0.000594286
327,4644.75,1.12817,5.73011,0.95797,0.69094,0.61353,0.67061,0.30991,1.66501,8.37628,1.1494,0.000590985,0.000590985,0.000590985
328,4662.96,1.18175,6.04411,0.97054,0.66248,0.60423,0.65415,0.30723,1.6739,8.29975,1.14697,0.000587684,0.000587684,0.000587684
329,4675.72,1.18624,5.97986,0.97264,0.68985,0.61401,0.6668,0.30913,1.68432,8.26048,1.14975,0.000584384,0.000584384,0.000584384
330,4687.66,1.15543,5.90241,0.96892,0.67794,0.61726,0.66048,0.30864,1.69096,8.29956,1.15381,0.000581083,0.000581083,0.000581083
331,4699.24,1.05553,5.49564,0.94515,0.69335,0.59691,0.66303,0.30981,1.68726,8.35584,1.14918,0.000577782,0.000577782,0.000577782
332,4715.08,1.13485,5.83951,0.95596,0.70407,0.5741,0.65334,0.30047,1.7048,8.54124,1.15415,0.000574482,0.000574482,0.000574482
333,4741.17,1.19684,6.07273,1.01699,0.68993,0.59796,0.66892,0.31504,1.67788,8.36949,1.15043,0.000571181,0.000571181,0.000571181
334,4753.56,1.10011,5.70663,0.95769,0.68101,0.60154,0.66288,0.31116,1.67704,8.39133,1.15028,0.00056788,0.00056788,0.00056788
335,4765.4,1.22342,6.1011,0.95956,0.6596,0.60119,0.65485,0.30428,1.68284,8.50631,1.14945,0.00056458,0.00056458,0.00056458
336,4776.98,1.10144,5.67434,0.95257,0.67912,0.58469,0.65008,0.30363,1.68745,8.59192,1.15341,0.000561279,0.000561279,0.000561279
337,4789.26,1.14157,5.81897,0.95862,0.7,0.57953,0.65289,0.30246,1.69574,8.44125,1.15965,0.000557978,0.000557978,0.000557978
338,4801.49,1.10999,5.70764,0.96965,0.69124,0.5834,0.6549,0.30511,1.68743,8.41494,1.15746,0.000554678,0.000554678,0.000554678
339,4813.87,1.10527,5.68747,0.9555,0.6523,0.60342,0.65344,0.30605,1.68102,8.5296,1.15535,0.000551377,0.000551377,0.000551377
340,4825.72,1.11278,5.66981,0.95294,0.71147,0.58031,0.65834,0.30757,1.67816,8.50289,1.15017,0.000548076,0.000548076,0.000548076
341,4838.55,1.12888,5.69543,0.96923,0.7129,0.57329,0.65589,0.30499,1.69476,8.43777,1.16262,0.000544776,0.000544776,0.000544776
342,4852.34,1.09451,5.63121,0.95735,0.69139,0.58928,0.65386,0.30545,1.68432,8.31795,1.15601,0.000541475,0.000541475,0.000541475
343,4864.83,1.12331,5.89816,0.97225,0.69558,0.60668,0.66212,0.30527,1.67952,8.29073,1.15536,0.000538174,0.000538174,0.000538174
344,4885.36,1.07867,5.57903,0.96407,0.6894,0.60189,0.6566,0.30893,1.67466,8.23047,1.15452,0.000534874,0.000534874,0.000534874
345,4909.66,1.10643,5.76987,0.9614,0.68985,0.59853,0.65554,0.31256,1.66681,8.19166,1.15537,0.000531573,0.000531573,0.000531573
346,4922.59,1.09056,5.61079,0.95067,0.69652,0.60749,0.66073,0.31335,1.64772,8.13274,1.14266,0.000528272,0.000528272,0.000528272
347,4934.81,1.08206,5.6467,0.95097,0.66679,0.61808,0.65652,0.30898,1.6471,8.22369,1.13569,0.000524972,0.000524972,0.000524972
348,4947.62,1.16227,5.83321,0.94883,0.68533,0.60831,0.6647,0.31506,1.63507,8.28554,1.13132,0.000521671,0.000521671,0.000521671
349,4959.57,1.12305,5.80016,0.95395,0.66245,0.59039,0.64777,0.30321,1.65791,8.44011,1.13574,0.00051837,0.00051837,0.00051837
350,4971.88,1.19731,6.0065,0.97437,0.69018,0.57655,0.65493,0.31247,1.63295,8.34855,1.13002,0.00051507,0.00051507,0.00051507
351,4983.67,1.16546,5.8989,0.96327,0.66941,0.57492,0.63815,0.29738,1.6584,8.31715,1.13672,0.000511769,0.000511769,0.000511769
352,4995.71,1.12713,5.80091,0.97231,0.6783,0.60831,0.65971,0.30685,1.65575,8.28949,1.14088,0.000508468,0.000508468,0.000508468
353,5012.04,1.10796,5.76711,0.96582,0.67366,0.61238,0.66085,0.30574,1.65392,8.41582,1.14052,0.000505168,0.000505168,0.000505168
354,5024.48,1.15714,6.03996,0.97646,0.66791,0.58795,0.64513,0.29695,1.66282,8.27612,1.14284,0.000501867,0.000501867,0.000501867
